Genres List,Image Book Cover Url,Book Title,Author Name,Rating,No Of Rating,Amazon Link,No Of Pages,Detail Url
"Classics, Fiction, Young Adult, Historical Fiction, Childrens, Romance, Canada",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1285712495i/77391.jpg,Anne of Ingleside,L.M. Montgomery,4.03,69807,https://www.amazon.com/gp/product/B089MKMTSF/,274,https://www.goodreads.com/book/show/77391.Anne_of_Ingleside
"Historical Fiction, Fiction, Thriller, Mystery, Historical, Adventure, Spanish Literature",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1348889756i/361938.jpg,The Last Cato,Matilde Asensi,3.94,12059,https://www.amazon.com/gp/product/B074NC5DTZ/,464,https://www.goodreads.com/book/show/361938.The_Last_Cato
"Short Stories, Fiction, Japan, Japanese Literature, Magical Realism, Contemporary, Asia",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388271916i/11299.jpg,After the Quake,Haruki Murakami,3.77,56257,https://www.amazon.com/gp/product/B000XU4V20/,147,https://www.goodreads.com/book/show/11299.After_the_Quake
"Science, Childrens",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1675614710i/100022768.jpg,Magical Elements of the Periodic Table Presented Alphabetically by the Metal Horn Unicorns,Sybrina Durant,4.48,320,https://www.amazon.com/gp/product/B0BTVC1R62/,45,https://www.goodreads.com/book/show/100022768-magical-elements-of-the-periodic-table-presented-alphabetically-by-the-m
"Mystery, Thriller, Mystery Thriller, Fiction, Suspense, Audiobook, Adult",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1526389330i/38240386.jpg,An Unwanted Guest,Shari Lapena,3.76,146059,https://www.amazon.com/gp/product/B0796F3MMV/,352,https://www.goodreads.com/book/show/38240386-an-unwanted-guest
"Historical Fiction, Fiction, Historical, Audiobook, Romance, British Literature, Book Club",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1494373337i/35106178.jpg,Belgravia,Julian Fellowes,3.77,31172,https://www.amazon.com/gp/product/B01HBK63A2/,417,https://www.goodreads.com/book/show/35106178-belgravia
"Thriller, Mystery, Crime, Fiction, Audiobook, Mystery Thriller, Spanish Literature",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1543232739i/41743264.jpg,Reina roja,Juan Gómez-Jurado,4.09,65465,https://www.amazon.com/gp/product/B07J1GFTBJ/,568,https://www.goodreads.com/book/show/41743264-reina-roja
"Mystery, Middle Grade, Childrens, Fiction, Adventure, Espionage, Young Adult",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1321499016i/11750648.jpg,Spy School,Stuart Gibbs,4.1,34336,https://www.amazon.com/gp/product/B0055OIG8O/,304,https://www.goodreads.com/book/show/11750648-spy-school
"Mystery, Adventure, Middle Grade, Fiction, Young Adult, Childrens, Fantasy",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1630644037i/5972040.jpg,Beyond the Grave,Jude Watson,3.93,47792,https://www.amazon.com/gp/product/B0051WIX2Y/,190,https://www.goodreads.com/book/show/5972040-beyond-the-grave
,,,,,0,,0,https://www.goodreads.com/book/show/132515354-ring-of-love
"Mystery, Fiction, Crime, Thriller, Mystery Thriller, Detective, British Literature",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388311712i/31372.jpg,Payment in Blood,Elizabeth  George,4.03,24457,https://www.amazon.com/gp/product/B000Y8BN0E/,374,https://www.goodreads.com/book/show/31372.Payment_in_Blood
,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1677134791i/80195872.jpg,"Suffering, Redemption and Triumph: The first wave of post-war Australian immigrants 1945-66",Peter Brune,4.27,176,https://www.amazon.com/gp/product/B0C5Y3M2XV/,448,https://www.goodreads.com/book/show/80195872-suffering-redemption-and-triumph
"Science, Nonfiction, Philosophy, Physics, Astronomy, Essays, Space",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1366573520i/61665.jpg,Billions & Billions: Thoughts on Life and Death at the Brink of the Millennium,Carl Sagan,4.3,17526,https://www.amazon.com/gp/product/B004W0HZU2/,296,https://www.goodreads.com/book/show/61665.Billions_Billions
"Fiction, Classics, Westerns, Adventure, Historical Fiction, Novels, Literature",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388317834i/57658.jpg,The Treasure of the Sierra Madre,B. Traven,4.1,2961,https://www.amazon.com/gp/product/B082RT6KZH/,308,https://www.goodreads.com/book/show/57658.The_Treasure_of_the_Sierra_Madre
"Fiction, Dutch Literature, Literature, Belgium, Novels, Roman, School",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1202326734i/1078784.jpg,De helaasheid der dingen,Dimitri Verhulst,3.8,14411,https://www.amazon.com/gp/product/B00CQYAUI0/,207,https://www.goodreads.com/book/show/1078784.De_helaasheid_der_dingen
"Fiction, Classics, Africa, Literature, Novels, American, Literary Fiction",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1297116277i/52783.jpg,Henderson the Rain King,Saul Bellow,3.76,15798,https://www.amazon.com/gp/product/B00C3NSRWA/,341,https://www.goodreads.com/book/show/52783.Henderson_the_Rain_King
"Historical Fiction, Fiction, Horror, Historical, Vampires, Fantasy, Paranormal",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1546092935i/4712458.jpg,Vlad: The Last Confession,C.C. Humphreys,3.91,3396,https://www.amazon.com/gp/product/B004TTS2LM/,366,https://www.goodreads.com/book/show/4712458-vlad
"Nonfiction, Drama",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1639647175i/59834110.jpg,My Graphic Bipolar Fantasies: & Other Short Stories,R.B. Le`Deach,4.3,337,,282,https://www.goodreads.com/book/show/59834110-my-graphic-bipolar-fantasies
"Fiction, Thriller, Mystery, Action, Espionage, Suspense, Adventure",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1392350704i/123543.jpg,The Bourne Legacy,Eric Van Lustbader,3.9,29969,https://www.amazon.com/gp/product/B003E4CYWG/,597,https://www.goodreads.com/book/show/123543.The_Bourne_Legacy
"Fiction, Thriller, Mystery, Romance, Audiobook, Suspense, Adult",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1494338235i/32940867.jpg,The Chemist,Stephenie Meyer,3.76,97741,https://www.amazon.com/gp/product/B01I9FFDI6/,521,https://www.goodreads.com/book/show/32940867-the-chemist
"Mystery, Fiction, Native American, Crime, Mystery Thriller, Westerns, Thriller",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1179033344i/867387.jpg,The Blessing Way,Tony Hillerman,4.01,29771,https://www.amazon.com/gp/product/B000FC10VQ/,306,https://www.goodreads.com/book/show/867387.The_Blessing_Way
"Nonfiction, Psychology, Self Help, Mental Health, Science, Health, Audiobook",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1631416785i/34921573.jpg,Lost Connections: Uncovering the Real Causes of Depression - and the Unexpected Solutions,Johann Hari,4.26,39335,https://www.amazon.com/gp/product/B07583XJRW/,322,https://www.goodreads.com/book/show/34921573-lost-connections
"Fantasy, Christian Fiction, Fiction, Christian, Thriller, Science Fiction, Suspense",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1380858319i/456028.jpg,Red: The Heroic Rescue,Ted Dekker,4.28,29188,https://www.amazon.com/gp/product/B006IED64O/,381,https://www.goodreads.com/book/show/456028.Red
"Childrens, Poetry, Picture Books, Classics, Fiction, Nursery Rhymes, Fantasy",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1439507704i/1001896.jpg,The Real Mother Goose,Blanche Fisher Wright,4.33,36258,https://www.amazon.com/gp/product/B01JMBNOI2/,128,https://www.goodreads.com/book/show/1001896.The_Real_Mother_Goose
"Young Adult, Contemporary, LGBT, Fiction, Mental Health, Queer, Realistic Fiction",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1520460519i/37506437.jpg,Darius the Great Is Not Okay,Adib Khorram,4.24,35615,https://www.amazon.com/gp/product/B077WZ46TC/,316,https://www.goodreads.com/book/show/37506437-darius-the-great-is-not-okay
"Fantasy, Young Adult, Fiction, Dragons, Magic, Adventure, Teen",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1389897828i/13350.jpg,Eragon & Eldest,Christopher Paolini,4.31,25883,https://www.amazon.com/gp/product/B000FBJCK8/,1232,https://www.goodreads.com/book/show/13350.Eragon_Eldest
"History, Travel, Nonfiction, Classics, Politics, Memoir, European History",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388190495i/12880.jpg,Black Lamb and Grey Falcon,Rebecca West,4.21,2568,https://www.amazon.com/gp/product/B000SEGMT6/,1181,https://www.goodreads.com/book/show/12880.Black_Lamb_and_Grey_Falcon
"Horror, Fantasy, Young Adult, Fiction, Demons, Paranormal, Supernatural",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1266486401i/164718.jpg,Slawter,Darren Shan,4.17,15535,https://www.amazon.com/gp/product/B000S1LBQ8/,240,https://www.goodreads.com/book/show/164718.Slawter
"Plays, Classics, Drama, Fiction, Theatre, LGBT, Queer",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1387666125i/858313.jpg,The Children's Hour,Lillian Hellman,3.97,14724,,75,https://www.goodreads.com/book/show/858313.The_Children_s_Hour
"Memoir, Nonfiction, Nature, Environment, Biography Memoir, Biography, History",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1320531328i/820924.jpg,Refuge: An Unnatural History of Family and Place,Terry Tempest Williams,4.18,10522,https://www.amazon.com/gp/product/B004774788/,314,https://www.goodreads.com/book/show/820924.Refuge
"Poetry, Spanish Literature, Spain, Fiction, Literature, 20th Century, Classics",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1386912251i/31602.jpg,Romancero gitano,Federico García Lorca,4.23,13285,https://www.amazon.com/gp/product/B09XHQC69K/,82,https://www.goodreads.com/book/show/31602.Romancero_gitano
"Fiction, Historical Fiction, Mystery, Fantasy, Book Club, Books About Books, Historical",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1172523503i/184834.jpg,La sombra del viento,Carlos Ruiz Zafón,4.3,683838,https://www.amazon.com/gp/product/B005KDDUVS/,478,https://www.goodreads.com/book/show/184834.La_sombra_del_viento
"Graphic Novels, LGBT, Young Adult, Romance, Comics, Queer, Contemporary",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1539096588i/40864841.jpg,Laura Dean Keeps Breaking Up with Me,Mariko Tamaki,3.85,67263,https://www.amazon.com/gp/product/B07QPJBP8C/,289,https://www.goodreads.com/book/show/40864841-laura-dean-keeps-breaking-up-with-me
"Romance, Novels, Fiction, Indonesian Literature, Love, Family, Young Adult",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1485759293i/8343444.jpg,Daun Yang Jatuh Tak Pernah Membenci Angin,Tere Liye,4.0,17967,,264,https://www.goodreads.com/book/show/8343444-daun-yang-jatuh-tak-pernah-membenci-angin
"Historical Romance, Romance, Historical, Historical Fiction, Regency, Adult, Fiction",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1402012474i/7491418.jpg,Love in the Afternoon,Lisa Kleypas,4.2,52021,https://www.amazon.com/gp/product/B003Q6DGC4/,332,https://www.goodreads.com/book/show/7491418-love-in-the-afternoon
"Fiction, Historical Fiction, Magical Realism, Short Stories, Fantasy, Book Club, Historical",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388293576i/8389671.jpg,The Red Garden,Alice Hoffman,3.74,24631,https://www.amazon.com/gp/product/B004J4WL6O/,270,https://www.goodreads.com/book/show/8389671-the-red-garden
"Historical Fiction, Fiction, Mystery, Historical, Retellings, Romance, Gothic",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1459272823i/25868918.jpg,Jane Steele,Lyndsay Faye,3.88,16312,https://www.amazon.com/gp/product/B0125VU6LE/,432,https://www.goodreads.com/book/show/25868918-jane-steele
"Fantasy, Fiction, Dark Fantasy, Epic Fantasy, Audiobook, High Fantasy, Post Apocalyptic",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1322539112i/12891107.jpg,King of Thorns,Mark  Lawrence,4.18,68963,https://www.amazon.com/gp/product/B0072NWJ3Y/,449,https://www.goodreads.com/book/show/12891107-king-of-thorns
"Urban Fantasy, Paranormal, Fantasy, Vampires, Romance, Werewolves, Paranormal Romance",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1258763216i/6539105.jpg,Tales of the Otherworld,Kelley Armstrong,4.24,11136,https://www.amazon.com/gp/product/B00338QEIS/,387,https://www.goodreads.com/book/show/6539105-tales-of-the-otherworld
"Young Adult, Romance, Contemporary, Realistic Fiction, Fiction, Teen, Fantasy",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1349114637i/2850535.jpg,Gamer Girl,Mari Mancusi,3.76,4652,https://www.amazon.com/gp/product/B00NUMILGK/,248,https://www.goodreads.com/book/show/2850535-gamer-girl
"Dark, Romance, Dark Romance, Abuse, Contemporary, Adult, Crime",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1385381525i/18751827.jpg,Seven Sons,Lili St. Germain,3.94,16846,https://www.amazon.com/gp/product/B00HNRX3AM/,109,https://www.goodreads.com/book/show/18751827-seven-sons
"Young Adult, Romance, Fiction, Contemporary, Chick Lit, Teen, Childrens",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1493531966i/93729.jpg,Princess in Waiting,Meg Cabot,3.69,48862,https://www.amazon.com/gp/product/B000FC1T8U/,259,https://www.goodreads.com/book/show/93729.Princess_in_Waiting
"Fantasy, Young Adult, Animals, Fiction, Wolves, Childrens, Adventure",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1360112201i/1161439.jpg,Fell,David Clement-Davies,4.18,6271,https://www.amazon.com/gp/product/B0055TL0FA/,523,https://www.goodreads.com/book/show/1161439.Fell
"Mythology, Young Adult, Fantasy, Romance, Greek Mythology, Paranormal, Fiction",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1436456399i/5927462.jpg,Goddess Boot Camp,Tera Lynn Childs,3.89,11414,https://www.amazon.com/gp/product/B001SCK76G/,264,https://www.goodreads.com/book/show/5927462-goddess-boot-camp
"Fiction, Classics, Travel, Humor, Literature, British Literature, Novels",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1327958103i/48858.jpg,Travels with My Aunt,Graham Greene,3.8,16297,https://www.amazon.com/gp/product/B0DB5MQ32W/,254,https://www.goodreads.com/book/show/48858.Travels_with_My_Aunt
"Graphic Novels, Young Adult, LGBT, Queer, Contemporary, Comics, Fiction",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1644257595i/42189109.jpg,Heartstopper: Volume One,Alice Oseman,4.44,829459,https://www.amazon.com/gp/product/B07VWYLQ4T/,263,https://www.goodreads.com/book/show/42189109-heartstopper
"Nonfiction, Memoir, Essays, Race, Audiobook, Social Justice, Asian Literature",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1580788273l/52845775.jpg,Minor Feelings: An Asian American Reckoning,Cathy Park Hong,4.2,42359,https://www.amazon.com/gp/product/B07VP1SJ4F/,209,https://www.goodreads.com/book/show/52845775-minor-feelings
"Fiction, Historical Fiction, Mystery, Thriller, Historical, Fantasy, Mystery Thriller",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1347270829i/13157.jpg,The Jester,James  Patterson,3.81,20825,https://www.amazon.com/gp/product/B000FA66WQ/,548,https://www.goodreads.com/book/show/13157.The_Jester
"Fiction, Fantasy, Historical Fiction, Science Fiction, Time Travel, Romance, Audiobook",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1645729201i/45152372.jpg,How to Stop Time,Matt Haig,3.83,202663,https://www.amazon.com/gp/product/B072Q8WX9K/,339,https://www.goodreads.com/book/show/45152372-how-to-stop-time
"Romance, Young Adult, LGBT, Fiction, Contemporary, Queer, Audiobook",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1497558136i/35216509.jpg,They Both Die at the End,Adam Silvera,3.75,821366,https://www.amazon.com/gp/product/B01N4D4R7W/,368,https://www.goodreads.com/book/show/35216509-they-both-die-at-the-end
"Fiction, Turkish Literature, Turkish, Classics, Historical Fiction, Roman, Novels",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1430344321i/11112894.jpg,İnce Memed 1,Yaşar Kemal,4.49,12004,,436,https://www.goodreads.com/book/show/11112894-i-nce-memed-1
"Nonfiction, Memoir, Humor, Essays, Audiobook, Book Club, Biography",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1659720703i/8765.jpg,"I Feel Bad About My Neck, And Other Thoughts on Being a Woman",Nora Ephron,3.74,82378,https://www.amazon.com/gp/product/B000JMKNBA/,139,https://www.goodreads.com/book/show/8765.I_Feel_Bad_About_My_Neck_And_Other_Thoughts_on_Being_a_Woman
"Science Fiction, Fantasy, Aliens, Young Adult",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1370554372i/18044158.jpg,The One,J.K. Accinni,4.48,275,https://www.amazon.com/gp/product/B00COLZXIW/,0,https://www.goodreads.com/book/show/18044158-the-one
"Fantasy, Fiction, Classics, Young Adult, Magic, High Fantasy, Dragons",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1330196610i/68041.jpg,The Earthsea Quartet,Ursula K. Le Guin,4.3,12279,https://www.amazon.com/gp/product/B07HT5FCQ8/,691,https://www.goodreads.com/book/show/68041.The_Earthsea_Quartet
"Nonfiction, True Crime, History, Mystery, Crime, Historical, Victorian",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1312021413i/1747896.jpg,The Suspicions of Mr. Whicher: Murder and the Undoing of a Great Victorian Detective,Kate Summerscale,3.51,24494,https://www.amazon.com/gp/product/B003RRXXNY/,360,https://www.goodreads.com/book/show/1747896.The_Suspicions_of_Mr_Whicher
"Vampires, Young Adult, Fantasy, Paranormal, Fiction, Supernatural, Horror",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1442270017i/2272813.jpg,Ninth Grade Slays,Heather Brewer,4.14,25689,https://www.amazon.com/gp/product/B0015DWMXO/,278,https://www.goodreads.com/book/show/2272813.Ninth_Grade_Slays
"Nonfiction, Science, Psychology, Linguistics, Language, Philosophy, Neuroscience",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388342388i/5755.jpg,The Language Instinct: How the Mind Creates Language,Steven Pinker,4.01,22196,https://www.amazon.com/gp/product/B0049B1VOU/,448,https://www.goodreads.com/book/show/5755.The_Language_Instinct
"Business, Nonfiction, Entrepreneurship, Self Help, Buisness, Leadership, Management",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1435673032i/81948.jpg,The E-myth Revisited,Michael E. Gerber,4.07,92333,https://www.amazon.com/gp/product/B000RO9VJK/,269,https://www.goodreads.com/book/show/81948.The_E_myth_Revisited
"Vampires, Young Adult, Romance, Fantasy, Paranormal, Paranormal Romance, Supernatural",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388191270i/263172.jpg,Kissing Coffins,Ellen Schreiber,3.89,26771,https://www.amazon.com/gp/product/B001AZRJG2/,224,https://www.goodreads.com/book/show/263172.Kissing_Coffins
"Audiobook, Humor, Fiction, German Literature, Comedy, Contemporary, Roman",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1327948621i/6392654.jpg,Die Känguru-Chroniken,Marc-Uwe Kling,4.32,17659,https://www.amazon.com/gp/product/B0050K1OSC/,271,https://www.goodreads.com/book/show/6392654-die-k-nguru-chroniken
"Science Fiction, Fiction, Fantasy, Novella, Audiobook, Queer, LGBT",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1733422002i/40864030.jpg,A Prayer for the Crown-Shy,Becky  Chambers,4.4,71844,https://www.amazon.com/gp/product/B09CNFL3W7/,152,https://www.goodreads.com/book/show/40864030-a-prayer-for-the-crown-shy
"Young Adult, Fantasy, Mythology, Romance, Paranormal, Greek Mythology, Paranormal Romance",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1319987494i/10799881.jpg,Underworld,Meg Cabot,3.87,23322,https://www.amazon.com/gp/product/B007TP3ZW4/,336,https://www.goodreads.com/book/show/10799881-underworld
"History, Nonfiction, Presidents, Biography, American History, Politics, Biography Memoir",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1364681969i/2279.jpg,Truman,David McCullough,4.16,89725,https://www.amazon.com/gp/product/B000FC0VVQ/,1120,https://www.goodreads.com/book/show/2279.Truman
"Angels, Young Adult, Paranormal, Fantasy, Romance, Paranormal Romance, Supernatural",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1327916579i/10429025.jpg,A Beautiful Dark,Jocelyn Davies,3.89,17936,https://www.amazon.com/gp/product/B004V51CCK/,390,https://www.goodreads.com/book/show/10429025-a-beautiful-dark
"Science Fiction, Fiction, Space Opera, Science Fiction Fantasy, Space, Audiobook, Speculative Fiction",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388530602i/12009.jpg,The Algebraist,Iain M. Banks,4.04,23670,https://www.amazon.com/gp/product/B0BRJ5TTF5/,434,https://www.goodreads.com/book/show/12009.The_Algebraist
,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1328310097i/12317217.jpg,Twice Upon a Time,James  Riley,4.32,4590,https://www.amazon.com/gp/product/B0055OJDH2/,353,https://www.goodreads.com/book/show/12317217-twice-upon-a-time
"Thriller, Mystery, Crime, Fiction, Mystery Thriller, Audiobook, Suspense",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1167323214i/21722.jpg,Faithless,Karin Slaughter,4.11,48560,https://www.amazon.com/gp/product/B000FCKC38/,549,https://www.goodreads.com/book/show/21722.Faithless
"Novels, Fiction, Literature, French Literature, France, Roman, Romance",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1216935347i/662768.jpg,خداحافظ گاری کوپر,Romain Gary,3.86,8496,https://www.amazon.com/gp/product/B00CHIFBH0/,288,https://www.goodreads.com/book/show/662768._
"Fantasy, Fiction, Science Fiction, Dystopia, Audiobook, Adult, Science Fiction Fantasy",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1517007631i/38213103.jpg,The Fifth Season,N.K. Jemisin,4.3,306080,https://www.amazon.com/gp/product/B00H25FCSQ/,355,https://www.goodreads.com/book/show/38213103-the-fifth-season
"Horror, Fiction, Fantasy, Science Fiction, Post Apocalyptic, Thriller, Dystopia",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1674820514i/87591651.jpg,The Stand,Stephen        King,4.35,803278,https://www.amazon.com/gp/product/B001C4NXKM/,0,https://www.goodreads.com/book/show/87591651-the-stand
"Young Adult, Paranormal, Fantasy, Romance, Mystery, Teen, Fiction",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1512596606i/187809.jpg,Safe House,Jenny Carroll,4.1,11963,https://www.amazon.com/gp/product/B003L77XCC/,262,https://www.goodreads.com/book/show/187809.Safe_House
"Fiction, Chick Lit, Southern, Contemporary, Historical Fiction, Adult Fiction, Coming Of Age",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1428535264i/6697.jpg,Little Altars Everywhere,Rebecca Wells,3.59,30558,https://www.amazon.com/gp/product/B000FC12LO/,288,https://www.goodreads.com/book/show/6697.Little_Altars_Everywhere
"Fiction, Thriller, Mystery, Crime, Suspense, Mystery Thriller, Japan",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1165637857i/7668.jpg,Rising Sun,Michael Crichton,3.66,53201,https://www.amazon.com/gp/product/B007UH4D86/,399,https://www.goodreads.com/book/show/7668.Rising_Sun
"Fantasy, Young Adult, Paranormal, Urban Fantasy, Fiction, Vampires, Angels",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1358696072i/13568619.jpg,The Shadowhunter's Codex,Cassandra Clare,3.9,39166,https://www.amazon.com/gp/product/B00BAWEIUK/,274,https://www.goodreads.com/book/show/13568619-the-shadowhunter-s-codex
"Mystery, Science Fiction, Time Travel",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1347636460i/13374593.jpg,The Case of the Displaced Detective: The Arrival,Stephanie Osborn,3.82,126,https://www.amazon.com/gp/product/B07CQR6XHG/,332,https://www.goodreads.com/book/show/13374593-the-case-of-the-displaced-detective
"Young Adult, Paranormal, Fantasy, Romance, Urban Fantasy, Paranormal Romance, Demons",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1304024127i/8803932.jpg,If I Die,Rachel Vincent,4.3,16119,https://www.amazon.com/gp/product/B005HRT764/,342,https://www.goodreads.com/book/show/8803932-if-i-die
"Spirituality, Nonfiction, Philosophy, Psychology, Occult, New Age, Religion",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1390455345i/12847.jpg,The Art of Dreaming,Carlos Castaneda,4.02,5765,https://www.amazon.com/gp/product/B0DTFMJ3M8/,260,https://www.goodreads.com/book/show/12847.The_Art_of_Dreaming
"Fantasy, Fairy Tales, Fiction, Romance, Retellings, Magic, Science Fiction Fantasy",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1412398017i/176796.jpg,The Black Swan,Mercedes Lackey,3.87,8770,https://www.amazon.com/gp/product/B002IPZJ88/,416,https://www.goodreads.com/book/show/176796.The_Black_Swan
"Fantasy, Mermaids, Young Adult, Fiction, Adventure, Childrens, Middle Grade",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1175028005i/469954.jpg,The Tide Knot,Helen Dunmore,3.99,5554,https://www.amazon.com/gp/product/B001QIGZMM/,336,https://www.goodreads.com/book/show/469954.The_Tide_Knot
"Thriller, Mystery, Mystery Thriller, Fiction, Suspense, Audiobook, Crime",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1348414324i/10088219.jpg,Creep,Jennifer Hillier,3.92,29601,https://www.amazon.com/gp/product/B004G8QNGW/,357,https://www.goodreads.com/book/show/10088219-creep
"Inspirational, Spirituality, Psychology",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1327425778i/8694331.jpg,Waiting to Live,Asa Don Brown,4.37,63,https://www.amazon.com/gp/product/B0791M1T58/,176,https://www.goodreads.com/book/show/8694331-waiting-to-live
"Young Adult, LGBT, Romance, Fiction, Contemporary, Banned Books, Realistic Fiction",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1320431959i/5982474.jpg,Almost Perfect,Brian Katcher,3.84,9029,https://www.amazon.com/gp/product/B002RLBKKE/,368,https://www.goodreads.com/book/show/5982474-almost-perfect
