Genres List,Image Book Cover Url,Book Title,Author Name,Rating,No Of Rating,Amazon Link,No Of Pages,Detail Url
"Fantasy, Young Adult, Novella, Short Stories, Romance, Fiction, High Fantasy",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1335782612i/13415554.jpg,The Assassin and the Pirate Lord,Sarah J. Maas,4.18,68872,https://www.amazon.com/gp/product/B006ZVW3T4/,70,https://www.goodreads.com/book/show/13415554-the-assassin-and-the-pirate-lord
"Historical Fiction, Fiction, Fantasy, Witches, Mystery, Historical, Book Club",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1442770048i/4836308.jpg,The Physick Book of Deliverance Dane,Katherine Howe,3.72,57580,https://www.amazon.com/gp/product/B002BXH5W0/,371,https://www.goodreads.com/book/show/4836308-the-physick-book-of-deliverance-dane
"Historical Fiction, Young Adult, Middle Grade, World War II, Historical, Fiction, Holocaust",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1519709432i/34739995.jpg,Resistance,Jennifer A. Nielsen,4.32,13115,https://www.amazon.com/gp/product/B078TMSKL3/,400,https://www.goodreads.com/book/show/34739995-resistance
"Science Fiction, Fiction, Fantasy, Science Fiction Fantasy, Young Adult, Audiobook, Space",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1442883678i/3220405.jpg,Ender in Exile,Orson Scott Card,3.92,52298,https://www.amazon.com/gp/product/B001ANUQ0K/,369,https://www.goodreads.com/book/show/3220405-ender-in-exile
"Paranormal Romance, Paranormal, Romance, Fantasy, Vampires, Urban Fantasy, Adult",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1327887013i/2003625.jpg,Dark Desires After Dusk,Kresley Cole,4.33,49621,https://www.amazon.com/gp/product/B000YJ85M2/,368,https://www.goodreads.com/book/show/2003625.Dark_Desires_After_Dusk
"Young Adult, Romance, Fiction, Contemporary, Chick Lit, Teen, Childrens",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1291882422i/19448.jpg,All-American Girl,Meg Cabot,3.75,70028,https://www.amazon.com/gp/product/B000FC10LQ/,398,https://www.goodreads.com/book/show/19448.All_American_Girl
"History, Nonfiction, War, World War II, Russia, Military History, Military Fiction",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1657545972i/542389.jpg,"Stalingrad: The Fateful Siege, 1942–1943",Antony Beevor,4.32,39443,https://www.amazon.com/gp/product/B002UZDTG0/,494,https://www.goodreads.com/book/show/542389.Stalingrad
"Romance, 21st Century, Contemporary Romance, Fiction, Suspense, Modern, Romantic",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1508748890i/36461844.jpg,Entrance,J.J. Sorel,4.08,1167,https://www.amazon.com/gp/product/B076K5J11Z/,277,https://www.goodreads.com/book/show/36461844-entrance
"Manga, Fantasy, Graphic Novels, Comics, Romance, Adventure, Comics Manga",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1386920662i/13570.jpg,"Tsubasa: RESERVoir CHRoNiCLE, Vol. 01",Clamp,4.14,43551,,197,https://www.goodreads.com/book/show/13570.Tsubasa
"Young Adult, Contemporary, Romance, Fiction, Audiobook, Realistic Fiction, Young Adult Contemporary",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1558453377i/38720939.jpg,A Very Large Expanse of Sea,Tahereh Mafi,4.07,65286,https://www.amazon.com/gp/product/B078W7PKFW/,310,https://www.goodreads.com/book/show/38720939-a-very-large-expanse-of-sea
"Young Adult, Dystopia, Fantasy, Fiction, Science Fiction, Romance, Adventure",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1372682053i/17383994.jpg,Divergent Series Complete Box Set,Veronica Roth,4.29,47705,https://www.amazon.com/gp/product/B00BW3AY64/,1556,https://www.goodreads.com/book/show/17383994-divergent-series-complete-box-set
"Graphic Novels, Dc Comics, Fiction, Comic Book, Graphic Novels Comics, Superheroes, Fantasy",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1385175050i/16992.jpg,Kingdom Come,Mark Waid,4.27,65435,https://www.amazon.com/gp/product/B07Q6224DN/,231,https://www.goodreads.com/book/show/16992.Kingdom_Come
"Science Fiction, Fiction, Fantasy, Science Fiction Fantasy, Post Apocalyptic, Adventure, Audiobook",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1349316024i/769658.jpg,Battlefield Earth: A Saga of the Year 3000,L. Ron Hubbard,3.55,23824,https://www.amazon.com/gp/product/B01B41I4NI/,1050,https://www.goodreads.com/book/show/769658.Battlefield_Earth
"Fantasy, Urban Fantasy, Paranormal, Romance, Paranormal Romance, Fae, Fiction",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1440734319i/2798094.jpg,Swallowing Darkness,Laurell K. Hamilton,4.17,30654,https://www.amazon.com/gp/product/B0015DWLXK/,365,https://www.goodreads.com/book/show/2798094-swallowing-darkness
"Classics, Horror, Fiction, Short Stories, Mystery, Gothic, Fantasy",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1172261666i/156152.jpg,Tales of Mystery and Imagination,Edgar Allan Poe,4.09,10281,https://www.amazon.com/gp/product/B00I060BFU/,496,https://www.goodreads.com/book/show/156152.Tales_of_Mystery_and_Imagination
"Fantasy, Young Adult, Fiction, Science Fiction, Middle Grade, Adventure, Magic",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1522745526i/9307674.jpg,The Last Guardian,Eoin Colfer,4.16,59893,https://www.amazon.com/gp/product/B007F3C3CS/,328,https://www.goodreads.com/book/show/9307674-the-last-guardian
"Fiction, Thriller, Mystery, France, Contemporary, Mystery Thriller, Crime",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1517594917i/38330854.jpg,The Perfect Nanny,Leïla Slimani,3.4,117083,https://www.amazon.com/gp/product/B07178T7YP/,228,https://www.goodreads.com/book/show/38330854-the-perfect-nanny
"Horror, Fiction, Thriller, Fantasy, Science Fiction, Audiobook, Mystery",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1331317781i/813214.jpg,The Mist,Stephen        King,3.94,170357,https://www.amazon.com/gp/product/B071S65BYM/,176,https://www.goodreads.com/book/show/813214.The_Mist
"Nonfiction, Politics, History, Audiobook, Biography, American History, The United States Of America",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1631954821i/36595101.jpg,Fire and Fury: Inside the Trump White House,Michael  Wolff,3.44,76581,https://www.amazon.com/gp/product/B077F4WZZY/,322,https://www.goodreads.com/book/show/36595101-fire-and-fury
"Fiction, Thriller, Mystery, Espionage, Action, Suspense, Adventure",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1408928937i/31259.jpg,The Bourne Ultimatum,Robert Ludlum,4.07,66244,https://www.amazon.com/gp/product/B008XNWMDE/,725,https://www.goodreads.com/book/show/31259.The_Bourne_Ultimatum
"Romance, Time Travel, Paranormal Romance, Paranormal, Historical Romance, Fantasy, Historical",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1521970950i/112755.jpg,The Dark Highlander,Karen Marie Moning,4.28,38107,https://www.amazon.com/gp/product/B000FA64TQ/,370,https://www.goodreads.com/book/show/112755.The_Dark_Highlander
"Fiction, Classics, Novels, Literature, American, Literary Fiction, 20th Century",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1269794339i/28434.jpg,J R,William Gaddis,4.32,3626,https://www.amazon.com/gp/product/B083RZ6BGK/,752,https://www.goodreads.com/book/show/28434.J_R
"Fantasy, Fiction, Young Adult, Childrens, Animals, Adventure, Middle Grade",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1442624011i/99085.jpg,Lord Brocktree,Brian Jacques,3.99,51455,https://www.amazon.com/gp/product/B0097AX2FE/,370,https://www.goodreads.com/book/show/99085.Lord_Brocktree
"Young Adult, Mystery, Fiction, Contemporary, Romance, Chick Lit, Thriller",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1518062388i/162089.jpg,Flawless,Sara Shepard,3.88,86749,https://www.amazon.com/gp/product/B0013TX7A2/,330,https://www.goodreads.com/book/show/162089.Flawless
"Middle Grade, Realistic Fiction, Young Adult, Fiction, Childrens, Contemporary, School",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1484220170i/32819894.jpg,Restart,Gordon Korman,4.18,45982,https://www.amazon.com/gp/product/B01M5J6AN3/,256,https://www.goodreads.com/book/show/32819894-restart
"Fiction, Thriller, Crime, Contemporary, Noir, Mystery, Novels",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1387727400i/527823.jpg,The Contortionist's Handbook,Craig Clevenger,3.97,11268,https://www.amazon.com/gp/product/B0D1QLG4QR/,199,https://www.goodreads.com/book/show/527823.The_Contortionist_s_Handbook
,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1690907752i/177619743.jpg,Murder O'Clock,Phil      Hall,4.42,255,https://www.amazon.com/gp/product/B0C7XK1MKS/,329,https://www.goodreads.com/book/show/177619743-murder-o-clock
"Mystery, Adventure, Middle Grade, Fiction, Young Adult, Childrens, Fantasy",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1357211047i/6389704.jpg,In Too Deep,Jude Watson,4.03,45062,https://www.amazon.com/gp/product/B0051WIX4W/,206,https://www.goodreads.com/book/show/6389704-in-too-deep
"Nonfiction, Memoir, Race, Biography, Biography Memoir, African American, Audiobook",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1375931733i/17286683.jpg,Men We Reaped: A Memoir,Jesmyn Ward,4.3,26996,https://www.amazon.com/gp/product/B00CIR97T8/,256,https://www.goodreads.com/book/show/17286683-men-we-reaped
"Science Fiction, Fiction, Fantasy, Classics, Science Fiction Fantasy, Space Opera, Novels",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1419962914i/53764.jpg,The Great Dune Trilogy,Frank Herbert,4.37,62503,https://www.amazon.com/gp/product/B08PQCZX4Z/,912,https://www.goodreads.com/book/show/53764.The_Great_Dune_Trilogy
"Horror, Fantasy, Fiction, Paranormal, Witches, Supernatural, Urban Fantasy",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1328364916i/9804779.jpg,Taltos,Anne Rice,3.82,55694,https://www.amazon.com/gp/product/B004AM5R1Q/,533,https://www.goodreads.com/book/show/9804779-taltos
"Nonfiction, History, War, Feminism, Russia, World War II, Historical",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1338204032i/4025275.jpg,War's Unwomanly Face,Svetlana Alexievich,4.51,36436,https://www.amazon.com/gp/product/B0BG181869/,247,https://www.goodreads.com/book/show/4025275-war-s-unwomanly-face
"Science Fiction, Fiction, Space Opera, Hugo Awards, Audiobook, Science Fiction Fantasy, Classics",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1441698400i/218427.jpg,Gateway,Frederik Pohl,4.06,46441,https://www.amazon.com/gp/product/B00T7VFWCO/,278,https://www.goodreads.com/book/show/218427.Gateway
"Classics, Fiction, France, French Literature, 19th Century, Literature, Historical Fiction",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1174236758i/371456.jpg,Nana,Émile Zola,3.84,26563,https://www.amazon.com/gp/product/B0721FG2XF/,473,https://www.goodreads.com/book/show/371456.Nana
"Fiction, Thriller, Mystery, Suspense, Crime, Mystery Thriller, Audiobook",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1336266873i/3410425.jpg,Divine Justice,David Baldacci,4.23,58461,https://www.amazon.com/gp/product/B001FA0QMQ/,326,https://www.goodreads.com/book/show/3410425-divine-justice
"Mystery, Fiction, Audiobook, Crime, Canada, Mystery Thriller, Adult",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1441314151i/4201106.jpg,A Rule Against Murder,Louise Penny,4.21,103354,https://www.amazon.com/gp/product/B002ASFQ3G/,322,https://www.goodreads.com/book/show/4201106-a-rule-against-murder
"Historical Fiction, Historical, Fiction, Egypt, Romance, Young Adult, Book Club",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1449745007i/6340471.jpg,Cleopatra's Daughter,Michelle    Moran,4.12,30344,https://www.amazon.com/gp/product/B002NXOQHK/,429,https://www.goodreads.com/book/show/6340471-cleopatra-s-daughter
"Fantasy, Romantasy, Romance, Dark Romance, Paranormal, Fantasy Romance, Gothic",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1710664241i/204593914.jpg,Phantasma,Kaylie Smith,4.09,159716,https://www.amazon.com/gp/product/B0CXNJDB4B/,497,https://www.goodreads.com/book/show/204593914-phantasma
"Fantasy, Romance, Romantasy, Audiobook, Fiction, Magic, Fantasy Romance",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1702057336i/123257687.jpg,Assistant to the Villain,Hannah Nicole Maehrer,3.93,242810,https://www.amazon.com/gp/product/B0BYM2LJDX/,342,https://www.goodreads.com/book/show/123257687-assistant-to-the-villain
"Mystery, Fiction, Suspense, Mystery Thriller, Thriller, Crime, Drama",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1716323994i/208896760.jpg,Ghosts of Waikiki,Jennifer K. Morita,3.9,518,https://www.amazon.com/gp/product/B0CVZKBR33/,288,https://www.goodreads.com/book/show/208896760-ghosts-of-waikiki
"Mystery, Fiction, Classics, Crime, Audiobook, Mystery Thriller, Detective",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1387573241i/192893.jpg,Whose Body?,Dorothy L. Sayers,3.83,58948,https://www.amazon.com/gp/product/B0DKK4JBHH/,212,https://www.goodreads.com/book/show/192893.Whose_Body_
"Philosophy, Nonfiction, History, Sociology, Theory, Politics, Psychology",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1400737037i/80369.jpg,Discipline and Punish: The Birth of the Prison,Michel Foucault,4.24,35155,https://www.amazon.com/gp/product/B007OLYO7I/,333,https://www.goodreads.com/book/show/80369.Discipline_and_Punish
"Nonfiction, Self Help, Mental Health, Inspirational, Biography, Memoir, Unfinished",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1378839430i/18479831.jpg,Staying Strong: 365 Days a Year,Demi Lovato,3.84,11767,https://www.amazon.com/gp/product/B00F0XXJ3M/,365,https://www.goodreads.com/book/show/18479831-staying-strong
"Mystery, Fiction, Thriller, Crime, Mystery Thriller, Suspense, Audiobook",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1389110688i/43928.jpg,Deal Breaker,Harlan Coben,3.98,72873,https://www.amazon.com/gp/product/B000SEGYIA/,339,https://www.goodreads.com/book/show/43928.Deal_Breaker
"Romance, Contemporary Romance, Contemporary, Sports, Sports Romance, Chick Lit, Fiction",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1308646849i/73084.jpg,"Heaven, Texas",Susan Elizabeth Phillips,4.04,35361,https://www.amazon.com/gp/product/B000FC1246/,384,https://www.goodreads.com/book/show/73084.Heaven_Texas
"Nonfiction, Japan, Biography, Memoir, History, Asia, Autobiography",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1359402937i/522534.jpg,"Geisha, a Life",Mineko Iwasaki,3.93,26369,https://www.amazon.com/gp/product/B000FC0P1M/,297,https://www.goodreads.com/book/show/522534.Geisha_a_Life
"Chick Lit, Mystery, Romance, Fiction, Contemporary, Adult, Young Adult",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1259077761i/23220.jpg,Size 12 Is Not Fat,Meg Cabot,3.77,90130,https://www.amazon.com/gp/product/B000FCKM10/,345,https://www.goodreads.com/book/show/23220.Size_12_Is_Not_Fat
"Nonfiction, Memoir, Audiobook, Biography, Religion, Autobiography, Cults",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1491248986i/26827675.jpg,Troublemaker: Surviving Hollywood and Scientology,Leah Remini,4.07,74143,https://www.amazon.com/gp/product/B015BCX0JY/,256,https://www.goodreads.com/book/show/26827675-troublemaker
"Classics, Fiction, 19th Century, Victorian, Historical Fiction, Literature, British Literature",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1632587921i/304.jpg,Daniel Deronda,George Eliot,3.86,26397,https://www.amazon.com/gp/product/B0084ATXJM/,796,https://www.goodreads.com/book/show/304.Daniel_Deronda
"Nonfiction, Self Help, Audiobook, Personal Development, Reference, Psychology, How To",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1435598787i/25614984.jpg,Spark Joy: An Illustrated Master Class on the Art of Organizing and Tidying Up,Marie Kondō,3.88,43230,https://www.amazon.com/gp/product/B00Y6QG5D0/,291,https://www.goodreads.com/book/show/25614984-spark-joy
